flight,source,dest,start_date,days,depart,arrival
DP836,Алания,Москва,31.03.2021,ежедневно по 28.08,12:20,15:45
DP304,Анапа,Екатеринбург,05.06.2021,"ежедневно, кроме вт, чт с 05.06 по 19.09",0:30,5:40
DP383,Анапа,Казань,04.06.2021,"ежедневно, кроме ср, сб с 04.06 по 17.09",17:50,20:10
DP397,Анапа,Красноярск,14.06.2021,пн с 14.06 по 30.08,21:55,7:15
DP397,Анапа,Красноярск,11.06.2021,"ср, пт, вс с 11.06 по 10.09, а ещё 06.09",22:00,7:15
DP148,Анапа,Москва,05.06.2021,"ежедневно, кроме ср, вс с 05.06 по 18.09",8:30,10:40
DP148,Анапа,Москва,09.06.2021,ср с 09.06 по 15.09,8:45,10:55
DP148,Анапа,Москва,06.06.2021,вс с 06.06 по 19.09,9:00,11:10
DP146,Анапа,Москва,13.06.2021,"пт, вс с 13.06 по 12.09",9:30,11:40
DP146,Анапа,Москва,16.06.2021,ср с 16.06 по 08.09,9:35,11:40
DP146,Анапа,Москва,12.06.2021,"пн, вт, чт, сб с 12.06 по 11.09",10:10,12:20
DP150,Анапа,Москва,08.06.2021,"вт, чт с 08.06 по 16.09",15:35,17:45
DP150,Анапа,Москва,05.06.2021,"ежедневно, кроме вт, чт с 05.06 по 19.09",15:50,18:00
DP399,Анапа,Новосибирск,12.06.2021,"вт, чт, сб с 12.06 по 11.09",22:35,7:15
DP389,Анапа,Пермь,05.06.2021,"ежедневно, кроме ср, вс с 05.06 по 18.09",0:40,5:40
DP308,Анапа,Санкт-Петербург,05.06.2021,ежедневно с 05.06 по 19.09,8:00,11:00
DP391,Анапа,Уфа,05.06.2021,"ср, сб с 05.06 по 18.09",17:15,21:50
DP393,Анапа,Челябинск,09.06.2021,ср с 09.06 по 15.09,1:00,6:15
DP958,Анталия,Казань,01.10.2020,"чт, вс по 22.10",15:40,19:10
DP980,Анталия,Москва,30.09.2020,ежедневно с 28.09 по 18.10,12:20,15:45
DP840,Анталия,Москва,30.09.2020,ежедневно по 24.10,12:50,16:25
DP840,Анталия,Москва,25.10.2020,ежедневно с 25.10 по 24.03,14:40,18:20
DP860,Анталия,Москва,02.10.2020,"пн, вт, пт, сб по 24.10",15:00,18:35
DP860,Анталия,Москва,30.09.2020,"ср, чт, вс по 22.10",15:10,18:45
DP164,Астрахань,Москва,06.10.2020,"ежедневно, кроме ср по 24.10",10:40,11:55
DP164,Астрахань,Москва,25.10.2020,ежедневно с 25.10 по 24.03,11:30,12:50
DP164,Астрахань,Москва,07.10.2020,"только 7, 14, 21 октября",17:05,18:15
DP166,Астрахань,Москва,06.10.2020,ежедневно по 11.10,21:15,22:30
DP520,Астрахань,Санкт-Петербург,07.10.2020,"только 7, 14, 21 октября",10:40,12:45
DP520,Астрахань,Санкт-Петербург,27.10.2020,"вт, сб с 27.10 по 23.03",12:30,14:40
DP520,Астрахань,Санкт-Петербург,06.10.2020,"вт, пт, вс по 23.10",14:35,16:40
DP520,Астрахань,Санкт-Петербург,29.10.2020,чт с 29.10 по 25.03,14:45,16:50
DP520,Астрахань,Санкт-Петербург,26.10.2020,пн с 26.10 по 22.03,18:30,20:40
DP816,Баден-Баден,Москва,26.10.2020,"пн, вт, чт, сб с 26.10 по 25.03",13:40,18:50
DP600,Белгород,Санкт-Петербург,30.03.2021,"вт, чт, сб с 30.03 по 26.08",17:00,19:00
DP600,Белгород,Санкт-Петербург,14.03.2021,"14, 16, 18, 21, 23, 25 марта",17:50,19:45
DP846,Берлин,Москва,25.10.2020,ежедневно с 25.10 по 07.11,14:45,19:20
DP32,Вена,Братислава,19.10.2020,"только 18, 19, 20, 21, 22, 23, 24 октября",15:00,16:45
DP858,Венеция,Москва,25.10.2020,"ср, пт, вс с 25.10 по 24.03",10:55,16:10
DP196,Владикавказ,Москва,28.03.2021,ежедневно с 28.03 по 25.08,12:30,14:55
DP196,Владикавказ,Москва,14.03.2021,ежедневно по 27.03,16:10,18:40
DP4196,Владикавказ,Москва,01.07.2021,ежедневно с 01.07 по 30.10,19:00,21:35
DP508,Владикавказ,Санкт-Петербург,14.03.2021,"ежедневно, кроме вт, сб по 26.03",12:40,15:55
DP508,Владикавказ,Санкт-Петербург,28.03.2021,ежедневно с 28.03 по 25.08,18:30,21:40
DP184,Волгоград,Москва,13.03.2021,ежедневно по 27.03,10:25,12:15
DP184,Волгоград,Москва,28.03.2021,ежедневно с 28.03 по 25.08,15:45,17:35
DP182,Волгоград,Москва,13.03.2021,ежедневно по 27.03,21:05,22:55
DP182,Волгоград,Москва,28.03.2021,ежедневно с 28.03 по 25.08,21:30,23:15
DP518,Волгоград,Санкт-Петербург,28.03.2021,ежедневно с 28.03 по 25.08,14:35,17:05
DP518,Волгоград,Санкт-Петербург,13.03.2021,ежедневно по 27.03,20:30,23:05
DP274,Воронеж,Москва,10.10.2020,"только 3, 4, 6, 10, 17, 18, 24 октября",18:05,19:15
DP274,Воронеж,Москва,08.10.2020,"пн, ср, чт, пт по 23.10, а ещё 11.10, 13.10, 20.10",21:35,22:45
DP274,Воронеж,Москва,25.10.2020,ежедневно с 25.10 по 24.03,21:50,23:00
DP576,Воронеж,Санкт-Петербург,01.11.2020,"вт, вс с 01.11 по 23.03",12:50,14:40
DP576,Воронеж,Санкт-Петербург,25.10.2020,"сб с 25.10 по 20.03, а ещё 25.10, 27.10",14:05,16:00
DP576,Воронеж,Санкт-Петербург,30.10.2020,пт с 30.10 по 26.03,14:25,16:20
DP576,Воронеж,Санкт-Петербург,28.10.2020,ср с 28.10 по 24.03,14:40,16:35
DP576,Воронеж,Санкт-Петербург,09.10.2020,"только 2, 5, 9, 12, 16, 19, 23 октября",19:40,21:40
DP576,Воронеж,Санкт-Петербург,08.10.2020,"вт, чт, сб по 24.10",20:20,22:20
DP176,Геленджик,Москва,01.06.2021,ежедневно с 01.06 по 19.09,10:40,12:50
DP4474,Горно-Алтайск,Москва,02.06.2021,"ср, пт, вс с 02.06 по 29.10",8:30,9:25
DP474,Горно-Алтайск,Москва,31.05.2021,"пн, вт, чт, сб с 31.05 по 13.09",8:45,9:20
DP474,Горно-Алтайск,Москва,29.03.2021,"пн, вт, чт, сб с 29.03 по 29.05",9:00,9:40
DP474,Горно-Алтайск,Москва,06.03.2021,"пн, ср, сб по 27.03",9:40,10:35
DP856,Гюмри,Москва,01.12.2020,ежедневно с 01.12 по 27.03,20:40,22:30
DP964,Даламан,Москва,25.09.2020,"только 13, 16, 18, 20, 23, 25, 27 сентября",14:10,17:50
DP563,Екатеринбург,Краснодар,17.10.2020,ежедневно по 24.10,5:05,6:20
DP1563,Екатеринбург,Краснодар,25.10.2020,только 25 октября,5:05,6:10
DP563,Екатеринбург,Краснодар,26.10.2020,"ежедневно с 26.10 по 25.03, кроме 01.01",5:05,6:10
DP404,Екатеринбург,Москва,25.10.2020,ежедневно с 25.10 по 24.03,6:00,6:40
DP406,Екатеринбург,Москва,17.10.2020,ежедневно по 24.10,6:55,7:30
DP406,Екатеринбург,Москва,25.10.2020,ежедневно с 25.10 по 24.03,7:10,7:50
DP404,Екатеринбург,Москва,17.10.2020,ежедневно по 24.10,7:55,8:30
DP408,Екатеринбург,Москва,25.10.2020,ежедневно с 25.10 по 24.03,18:05,18:45
DP408,Екатеринбург,Москва,17.10.2020,ежедневно по 24.10,18:50,19:25
DP410,Екатеринбург,Москва,25.10.2020,"ежедневно с 25.10 по 24.03, кроме 01.11",22:55,23:35
DP410,Екатеринбург,Москва,17.10.2020,ежедневно по 23.10,23:20,23:50
DP516,Екатеринбург,Санкт-Петербург,25.10.2020,"ежедневно с 25.10 по 24.03, кроме 01.01",5:30,6:30
DP516,Екатеринбург,Санкт-Петербург,17.10.2020,ежедневно по 24.10,5:40,6:35
DP582,Екатеринбург,Санкт-Петербург,17.10.2020,ежедневно по 24.10,18:10,19:00
DP582,Екатеринбург,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,19:20,20:20
DP290,Ижевск,Москва,19.09.2020,ежедневно по 24.10,22:15,23:15
DP290,Ижевск,Москва,25.10.2020,ежедневно с 25.10 по 24.03,22:40,23:45
DP454,Иркутск,Москва,30.09.2020,ежедневно по 24.10,8:10,9:25
DP454,Иркутск,Москва,25.10.2020,ежедневно с 25.10 по 24.03,8:10,9:35
DP384,Казань,Анапа,19.09.2020,"только 17, 19 сентября",20:10,22:30
DP568,Казань,Краснодар,20.09.2020,"ср, вс по 21.10",17:35,19:55
DP568,Казань,Краснодар,21.09.2020,"только 21, 28, 29 сентября, 1, 3, 6, 8, 10, 13, 15, 17, 20, 22, 24 октября",17:45,20:00
DP568,Казань,Краснодар,22.09.2020,"только 3, 8, 10, 15, 17, 22, 24 сентября",17:55,20:00
DP568,Казань,Краснодар,26.09.2020,"только 29 августа, 5, 12, 19, 26 сентября",18:20,20:50
DP286,Казань,Москва,22.09.2020,"вт, ср, пт по 30.09",9:55,11:25
DP288,Казань,Москва,09.10.2020,"только 9, 16, 23 октября",9:55,11:30
DP286,Казань,Москва,27.09.2020,только 27 сентября,10:45,12:10
DP286,Казань,Москва,02.10.2020,"ежедневно, кроме чт, вс с 02.10 по 24.10",10:45,12:20
DP286,Казань,Москва,25.10.2020,ежедневно с 25.10 по 24.03,11:20,13:05
DP286,Казань,Москва,24.09.2020,только 24 сентября,11:35,13:00
DP286,Казань,Москва,01.10.2020,"чт, вс с 01.10 по 22.10",12:25,14:00
DP286,Казань,Москва,21.09.2020,"только 14, 21, 28 сентября",13:50,15:15
DP288,Казань,Москва,02.10.2020,только 2 октября,15:10,16:45
DP286,Казань,Москва,26.09.2020,"только 19, 26 сентября",15:25,16:50
DP288,Казань,Москва,01.10.2020,"чт, вс с 01.10 по 22.10",18:05,19:40
DP284,Казань,Москва,22.09.2020,"ежедневно с 22.09 по 19.02, кроме 23.09, 25.09, 26.09",18:15,20:00
DP284,Казань,Москва,21.09.2020,"пн, ср, пт, сб по 26.09, а ещё 13.09",18:45,20:20
DP284,Казань,Москва,20.09.2020,"только 17, 20 сентября",21:10,22:45
DP288,Казань,Москва,03.10.2020,"пн, вт, ср, сб с 03.10 по 24.10",22:20,23:55
DP548,Казань,Санкт-Петербург,20.09.2020,ежедневно по 24.10,20:55,23:10
DP548,Казань,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,21:00,23:20
DP262,Калининград,Москва,25.10.2020,ежедневно с 25.10 по 24.03,9:20,12:10
DP262,Калининград,Москва,03.10.2020,"ежедневно с 29.09 по 24.10, кроме 30.09",9:25,12:20
DP262,Калининград,Москва,30.09.2020,"только 20, 21, 23, 25, 27, 28, 30 сентября",13:40,16:35
DP264,Калининград,Москва,03.10.2020,ежедневно по 24.10,15:05,18:00
DP268,Калининград,Москва,30.09.2020,"только 21, 23, 28, 30 сентября",17:25,20:20
DP266,Калининград,Москва,03.10.2020,ежедневно по 24.10,19:35,22:30
DP264,Калининград,Москва,25.10.2020,ежедневно с 25.10 по 24.03,20:40,23:30
DP536,Калининград,Санкт-Петербург,30.09.2020,"только 20, 21, 23, 25, 27, 28, 30 сентября",9:25,12:00
DP536,Калининград,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,10:35,13:05
DP536,Калининград,Санкт-Петербург,03.10.2020,ежедневно с 01.10 по 24.10,10:40,13:15
DP530,Калининград,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,16:40,19:10
DP530,Калининград,Санкт-Петербург,03.10.2020,ежедневно по 24.10,20:40,23:15
DP848,КарловыВары,Москва,25.10.2020,"ежедневно, кроме вт, сб с 25.10 по 24.03",14:25,19:05
DP820,Кёльн/Бонн,Москва,25.10.2020,ежедневно с 25.10 по 24.03,11:20,16:25
DP446,Кемерово,Москва,03.04.2021,ежедневно по 31.08,7:55,8:20
DP276,Киров,Москва,25.10.2020,ежедневно с 25.10 по 24.03,21:45,23:35
DP276,Киров,Москва,01.09.2020,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23 сентября, …",22:20,23:55
DP276,Киров,Москва,04.09.2020,"только 21, 28 августа, 4, 11, 18, 25 сентября",22:30,23:55
DP514,Киров,Санкт-Петербург,14.09.2020,"пн, ср, пт, вс с 14.09 по 23.10",10:25,12:25
DP514,Киров,Санкт-Петербург,25.10.2020,"пн, ср, пт, вс с 25.10 по 24.03",20:10,22:15
DP514,Киров,Санкт-Петербург,02.09.2020,"пн, ср, пт, вс по 13.09",20:15,22:15
DP514,Киров,Санкт-Петербург,24.09.2020,только 24 сентября,20:50,22:45
DP564,Краснодар,Екатеринбург,07.10.2020,ежедневно по 25.10,1:15,6:20
DP564,Краснодар,Екатеринбург,26.10.2020,"ежедневно с 26.10 по 25.03, кроме 01.01",1:35,6:35
DP567,Краснодар,Казань,07.10.2020,"только 4, 7, 11, 14, 18, 21 октября",14:55,17:10
DP567,Краснодар,Казань,08.10.2020,"вт, чт, сб по 24.10",15:00,17:15
DP567,Краснодар,Казань,27.10.2020,"вт, чт, сб с 27.10 по 25.03",15:25,17:45
DP160,Краснодар,Москва,07.10.2020,ежедневно по 24.10,6:50,8:55
DP160,Краснодар,Москва,25.10.2020,"ежедневно с 25.10 по 24.03, кроме 01.01",6:50,9:00
DP162,Краснодар,Москва,07.10.2020,ежедневно по 24.10,11:15,13:20
DP156,Краснодар,Москва,27.10.2020,"вт, чт с 27.10 по 25.03",11:40,13:50
DP158,Краснодар,Москва,09.10.2020,"только 2, 5, 9, 12, 16, 19, 23 октября",15:25,17:40
DP158,Краснодар,Москва,25.10.2020,ежедневно с 25.10 по 24.03,15:30,17:40
DP156,Краснодар,Москва,06.10.2020,только 6 октября,16:20,18:25
DP156,Краснодар,Москва,08.10.2020,"только 8, 15, 22 октября",17:05,19:15
DP156,Краснодар,Москва,13.10.2020,"только 13, 20 октября",17:25,19:25
DP156,Краснодар,Москва,11.10.2020,"только 4, 11, 18 октября",17:30,19:40
DP156,Краснодар,Москва,25.10.2020,"ежедневно, кроме вт, чт с 25.10 по 24.03",17:35,19:45
DP156,Краснодар,Москва,07.10.2020,"только 1, 7, 14, 21 октября",17:40,19:50
DP156,Краснодар,Москва,09.10.2020,"только 2, 5, 9, 12, 16, 19, 23 октября",17:50,20:05
DP156,Краснодар,Москва,10.10.2020,"только 3, 10, 17, 24 октября",18:15,20:25
DP158,Краснодар,Москва,07.10.2020,"только 30 сентября, 4, 7, 11, 14, 18, 21 октября",20:25,22:35
DP158,Краснодар,Москва,08.10.2020,"вт, чт, сб по 24.10",20:40,22:50
DP510,Краснодар,Санкт-Петербург,07.10.2020,ежедневно по 24.10,14:45,17:40
DP510,Краснодар,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,14:45,17:45
DP971,Краснодар,Стамбул,25.10.2020,"ежедневно, кроме вт, чт с 25.10 по 24.03",12:10,14:05
DP488,Красноярск,Москва,25.10.2020,только 25 октября,6:20,7:40
DP418,Красноярск,Москва,19.10.2020,ежедневно по 24.10,7:15,8:20
DP418,Красноярск,Москва,25.10.2020,только 25 октября,7:15,8:30
DP418,Красноярск,Москва,26.10.2020,ежедневно с 26.10 по 25.03,7:55,9:15
DP496,Курган,Москва,10.10.2020,"пн, вт, чт, сб по 04.03",6:00,7:00
DP826,Ларнака,Москва,25.10.2020,"пн, ср, пт, вс с 25.10 по 24.03",13:25,18:15
DP818,Лейпциг,Москва,01.12.2020,"вт, сб с 01.12 по 27.03",14:30,19:10
DP1200,Махачкала,Москва,12.03.2021,"16, 19, 26 марта",2:55,5:35
DP1192,Махачкала,Москва,15.03.2021,"15, 18, 22, 25 марта",2:55,5:35
DP188,Махачкала,Москва,15.03.2021,"15, 16, 18, 19, 20, 22, 23, 25, 26, 27, 29, 30, 31 марта, 1, 2, 3, 4, 5, 6, 7 апреля, …",8:00,10:45
DP4188,Махачкала,Москва,12.05.2021,ежедневно с 12.05 по 09.10,8:00,10:45
DP190,Махачкала,Москва,15.03.2021,"ежедневно по 27.03, кроме 26.03",11:15,14:00
DP190,Махачкала,Москва,28.03.2021,"ежедневно с 28.03 по 25.08, кроме 29.03, 31.03",14:50,17:25
DP192,Махачкала,Москва,15.03.2021,"ежедневно, кроме ср, вс по 27.03",16:00,18:45
DP192,Махачкала,Москва,29.03.2021,ежедневно с 29.03 по 26.08,18:30,21:10
DP192,Махачкала,Москва,28.03.2021,28 марта,19:05,21:45
DP200,Махачкала,Москва,14.03.2021,"ежедневно, кроме чт с 16.03 по 27.03",19:10,21:55
DP505,Махачкала,Санкт-Петербург,28.03.2021,ежедневно с 28.03 по 25.08,10:35,14:00
DP505,Махачкала,Санкт-Петербург,15.03.2021,ежедневно по 27.03,18:15,21:45
DP501,Махачкала,Сургут,29.05.2021,ежедневно с 29.05 по 30.09,21:35,3:30
DP501,Махачкала,Сургут,15.03.2021,"ежедневно, кроме вт, сб по 26.03",22:05,4:05
DP501,Махачкала,Сургут,28.03.2021,ежедневно с 28.03 по 28.05,22:10,4:05
DP806,Милан,Москва,26.03.2021,26 марта,12:45,18:05
DP804,Милан,Москва,02.04.2021,пт с 02.04 по 27.08,17:50,22:20
DP168,МинеральныеВоды,Москва,25.09.2020,только 25 сентября,9:45,12:05
DP168,МинеральныеВоды,Москва,26.09.2020,"ежедневно, кроме пт по 30.09",10:15,12:35
DP168,МинеральныеВоды,Москва,25.10.2020,ежедневно с 25.10 по 24.03,10:40,13:05
DP168,МинеральныеВоды,Москва,01.10.2020,ежедневно с 01.10 по 24.10,12:40,15:00
DP180,МинеральныеВоды,Москва,25.09.2020,"только 18, 25 сентября",14:45,17:05
DP180,МинеральныеВоды,Москва,26.09.2020,"пн, вт, сб, вс по 29.09",15:35,17:55
DP180,МинеральныеВоды,Москва,01.10.2020,ежедневно с 01.10 по 24.10,15:45,18:05
DP180,МинеральныеВоды,Москва,25.10.2020,ежедневно с 25.10 по 24.03,16:00,18:25
DP180,МинеральныеВоды,Москва,24.09.2020,"только 10, 17, 24 сентября",16:10,18:20
DP180,МинеральныеВоды,Москва,30.09.2020,"только 9, 16, 23, 30 сентября",16:55,19:05
DP170,МинеральныеВоды,Москва,26.09.2020,ежедневно по 24.10,20:50,23:10
DP170,МинеральныеВоды,Москва,25.10.2020,ежедневно с 25.10 по 24.03,21:40,23:55
DP540,МинеральныеВоды,Санкт-Петербург,25.10.2020,ежедневно с 25.10 по 24.03,12:00,15:05
DP540,МинеральныеВоды,Санкт-Петербург,28.09.2020,"только 14, 18, 21, 25, 28 сентября",12:35,15:35
DP540,МинеральныеВоды,Санкт-Петербург,27.09.2020,"только 16, 20, 23, 27, 30 сентября",13:10,16:15
DP540,МинеральныеВоды,Санкт-Петербург,26.09.2020,"26, 29 сентября, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18 октября, …",14:05,17:10
DP574,МинеральныеВоды,Санкт-Петербург,24.09.2020,только 24 сентября,17:00,19:55
DP574,МинеральныеВоды,Санкт-Петербург,26.09.2020,только 26 сентября,19:30,22:35
DP574,МинеральныеВоды,Санкт-Петербург,28.09.2020,"только 16, 18, 21, 23, 25, 28, 30 сентября",19:40,22:45
DP574,МинеральныеВоды,Санкт-Петербург,02.10.2020,"пн, пт с 02.10 по 23.10",19:45,22:50
DP574,МинеральныеВоды,Санкт-Петербург,07.10.2020,"только 7, 14, 21 октября",20:15,23:15
DP151,Москва,Анапа,04.09.2020,"только 21, 28 августа, 4, 11 сентября",9:40,11:50
DP151,Москва,Анапа,02.09.2020,"только 2, 9 сентября",12:25,14:30
DP151,Москва,Анапа,06.09.2020,"только 16, 23, 30 августа, 6, 13 сентября",12:30,14:40
DP149,Москва,Анапа,14.09.2020,только 14 сентября,13:15,15:25
DP149,Москва,Анапа,15.09.2020,только 15 сентября,13:55,16:05
DP149,Москва,Анапа,17.09.2020,"только 17, 19 сентября",14:35,16:45
DP149,Москва,Анапа,04.09.2020,"только 24, 28, 31 августа, 4, 7, 11, 18 сентября",14:40,16:50
DP149,Москва,Анапа,01.09.2020,"ежедневно, кроме пн, пт по 13.09",15:15,17:25
DP149,Москва,Анапа,16.09.2020,только 16 сентября,15:20,17:30
DP145,Москва,Анапа,03.09.2020,"только 20, 27 августа, 3 сентября",19:10,21:20
DP147,Москва,Анапа,02.09.2020,"только 28, 31 августа, 2, 4, 7, 9, 11 сентября",19:35,21:45
DP145,Москва,Анапа,02.09.2020,"только 23, 26, 28, 30 августа, 2, 4, 6 сентября",20:05,22:15
DP145,Москва,Анапа,31.08.2020,"только 17, 24, 31 августа",20:25,22:30
DP147,Москва,Анапа,01.09.2020,"только 29 августа, 1, 3, 5, 8, 10, 12 сентября",20:40,22:50
DP147,Москва,Анапа,06.09.2020,"только 16, 23, 30 августа, 6, 13 сентября",21:40,23:50
DP163,Москва,Астрахань,02.09.2020,"только 2, 9 сентября",7:00,10:05
DP163,Москва,Астрахань,01.09.2020,"ежедневно по 24.10, кроме 02.09, 09.09",7:05,10:15
DP163,Москва,Астрахань,25.10.2020,ежедневно с 25.10 по 24.03,7:45,11:00
DP165,Москва,Астрахань,01.09.2020,ежедневно по 11.10,17:35,20:45
DP845,Москва,Берлин,25.10.2020,ежедневно с 25.10 по 07.11,13:20,14:05
DP935,Москва,Берлин,20.02.2021,"только 20, 21, 22 февраля",13:20,14:05
DP845,Москва,Берлин,01.10.2020,ежедневно с 01.10 по 24.10,17:40,19:20
DP801,Москва,Братислава,25.10.2020,ежедневно с 25.10 по 24.03,16:05,16:45
DP801,Москва,Братислава,01.10.2020,ежедневно с 01.10 по 24.10,17:10,18:50
DP195,Москва,Владикавказ,01.09.2020,ежедневно по 24.10,9:20,11:45
DP195,Москва,Владикавказ,25.10.2020,ежедневно с 25.10 по 24.03,13:20,15:40
DP183,Москва,Волгоград,02.09.2020,"только 2, 9 сентября",7:00,9:45
DP183,Москва,Волгоград,01.09.2020,"ежедневно по 24.10, кроме 02.09, 09.09",12:20,15:05
DP181,Москва,Волгоград,01.09.2020,ежедневно по 24.10,16:45,19:25
DP181,Москва,Волгоград,25.10.2020,ежедневно с 25.10 по 24.03,18:50,21:35
DP273,Москва,Воронеж,04.09.2020,"4, 11, 27 сентября, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17 октября, …",16:20,17:30
DP273,Москва,Воронеж,06.09.2020,"только 6, 13 сентября",16:45,17:55
DP273,Москва,Воронеж,02.09.2020,"только 2, 9 сентября",17:15,18:25
DP273,Москва,Воронеж,31.08.2020,"только 17, 19, 24, 26, 31 августа",17:35,18:45
DP273,Москва,Воронеж,30.08.2020,только 30 августа,19:10,20:20
DP273,Москва,Воронеж,01.09.2020,"только 25 августа, 1, 3, 5, 8, 10, 12 сентября",19:15,20:25
DP273,Москва,Воронеж,25.10.2020,ежедневно с 25.10 по 24.03,19:45,20:55
DP273,Москва,Воронеж,14.09.2020,"ежедневно с 14.09 по 30.09, кроме 27.09",19:50,21:00
DP273,Москва,Воронеж,07.09.2020,только 7 сентября,20:10,21:20
DP175,Москва,Геленджик,01.09.2020,ежедневно по 13.09,8:00,10:10
DP177,Москва,Геленджик,31.08.2020,"только 25, 26, 27, 28, 29, 30, 31 августа",12:35,14:50
DP473,Москва,Горно-Алтайск,02.09.2020,"пн, ср, пт, вс по 14.09",23:55,8:20
DP855,Москва,Гюмри,25.10.2020,ежедневно с 25.10 по 24.03,16:30,20:10
DP855,Москва,Гюмри,18.09.2020,ежедневно с 18.09 по 24.10,16:50,20:35
DP963,Москва,Даламан,02.09.2020,"ср, пт, вс по 27.09",9:40,13:30
DP887,Москва,Дубай,25.10.2020,"пн, пт, вс с 25.10 по 22.03",7:45,14:05
DP887,Москва,Дубай,28.10.2020,ср с 28.10 по 24.03,8:35,14:55
DP951,Москва,Дубай,02.10.2020,"ср, пт, вс с 02.10 по 23.10",10:45,17:00
DP887,Москва,Дубай,02.10.2020,"ср, пт, вс с 02.10 по 23.10",10:45,17:10
DP887,Москва,Дубай,01.10.2020,"только 1, 8, 15, 22 октября",10:55,17:10
DP887,Москва,Дубай,06.10.2020,"только 6, 13, 20 октября",11:20,17:30
DP887,Москва,Дубай,03.10.2020,"только 3, 10, 17, 24 октября",11:40,17:50
DP951,Москва,Дубай,05.10.2020,"только 5, 12, 19 октября",11:55,18:10
DP887,Москва,Дубай,05.10.2020,"только 5, 12, 19 октября",12:05,18:20
DP1403,Москва,Екатеринбург,04.09.2020,пт по 23.10,0:30,4:55
